,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_idose,pert_itime,distil_id
7761,LJP006_A549_24H:H15,BRD-K43389698,BMS-387032,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:H15|LJP006_A549_24H_X2_B19:H15|LJP006_A549_24H_X3_B19:H15
7762,LJP006_A549_24H:H16,BRD-K43389698,BMS-387032,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:H16|LJP006_A549_24H_X2_B19:H16|LJP006_A549_24H_X3_B19:H16
7763,LJP006_A549_24H:H17,BRD-K43389698,BMS-387032,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:H17|LJP006_A549_24H_X2_B19:H17|LJP006_A549_24H_X3_B19:H17
7764,LJP006_A549_24H:H18,BRD-K43389698,BMS-387032,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:H18|LJP006_A549_24H_X2_B19:H18|LJP006_A549_24H_X3_B19:H18
7771,LJP006_A549_24H:I01,BRD-K49328571,dasatinib,trt_cp,A549,10.0 um,24 h,LJP006_A549_24H_X1_B19:I01|LJP006_A549_24H_X2_B19:I01|LJP006_A549_24H_X3_B19:I01
7772,LJP006_A549_24H:I02,BRD-K49328571,dasatinib,trt_cp,A549,3.33 um,24 h,LJP006_A549_24H_X1_B19:I02|LJP006_A549_24H_X2_B19:I02|LJP006_A549_24H_X3_B19:I02
7773,LJP006_A549_24H:I03,BRD-K49328571,dasatinib,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:I03|LJP006_A549_24H_X2_B19:I03|LJP006_A549_24H_X3_B19:I03
7774,LJP006_A549_24H:I04,BRD-K49328571,dasatinib,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:I04|LJP006_A549_24H_X2_B19:I04|LJP006_A549_24H_X3_B19:I04
7775,LJP006_A549_24H:I05,BRD-K49328571,dasatinib,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:I05|LJP006_A549_24H_X2_B19:I05|LJP006_A549_24H_X3_B19:I05
7776,LJP006_A549_24H:I06,BRD-K49328571,dasatinib,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:I06|LJP006_A549_24H_X2_B19:I06|LJP006_A549_24H_X3_B19:I06
7783,LJP006_A549_24H:I13,BRD-K67868012,PI-103,trt_cp,A549,10.0 um,24 h,LJP006_A549_24H_X1_B19:I13|LJP006_A549_24H_X2_B19:I13|LJP006_A549_24H_X3_B19:I13
7784,LJP006_A549_24H:I14,BRD-K67868012,PI-103,trt_cp,A549,3.33 um,24 h,LJP006_A549_24H_X1_B19:I14|LJP006_A549_24H_X2_B19:I14|LJP006_A549_24H_X3_B19:I14
7785,LJP006_A549_24H:I15,BRD-K67868012,PI-103,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:I15|LJP006_A549_24H_X2_B19:I15|LJP006_A549_24H_X3_B19:I15
7786,LJP006_A549_24H:I16,BRD-K67868012,PI-103,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:I16|LJP006_A549_24H_X2_B19:I16|LJP006_A549_24H_X3_B19:I16
7787,LJP006_A549_24H:I17,BRD-K67868012,PI-103,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:I17|LJP006_A549_24H_X2_B19:I17|LJP006_A549_24H_X3_B19:I17
7788,LJP006_A549_24H:I18,BRD-K67868012,PI-103,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:I18|LJP006_A549_24H_X2_B19:I18|LJP006_A549_24H_X3_B19:I18
7794,LJP006_A549_24H:J01,BRD-K72414522,AZD-5438,trt_cp,A549,10.0 um,24 h,LJP006_A549_24H_X1_B19:J01|LJP006_A549_24H_X2_B19:J01|LJP006_A549_24H_X3_B19:J01
7795,LJP006_A549_24H:J02,BRD-K72414522,AZD-5438,trt_cp,A549,3.33 um,24 h,LJP006_A549_24H_X1_B19:J02|LJP006_A549_24H_X2_B19:J02|LJP006_A549_24H_X3_B19:J02
7796,LJP006_A549_24H:J03,BRD-K72414522,AZD-5438,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:J03|LJP006_A549_24H_X2_B19:J03|LJP006_A549_24H_X3_B19:J03
7797,LJP006_A549_24H:J04,BRD-K72414522,AZD-5438,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:J04|LJP006_A549_24H_X2_B19:J04|LJP006_A549_24H_X3_B19:J04
7798,LJP006_A549_24H:J05,BRD-K72414522,AZD-5438,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:J05|LJP006_A549_24H_X2_B19:J05|LJP006_A549_24H_X3_B19:J05
7799,LJP006_A549_24H:J06,BRD-K72414522,AZD-5438,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:J06|LJP006_A549_24H_X2_B19:J06|LJP006_A549_24H_X3_B19:J06
7841,LJP006_A549_24H:L01,BRD-K46056750,AZD-7762,trt_cp,A549,10.0 um,24 h,LJP006_A549_24H_X1_B19:L01|LJP006_A549_24H_X2_B19:L01|LJP006_A549_24H_X3_B19:L01
7842,LJP006_A549_24H:L02,BRD-K46056750,AZD-7762,trt_cp,A549,3.33 um,24 h,LJP006_A549_24H_X1_B19:L02|LJP006_A549_24H_X2_B19:L02|LJP006_A549_24H_X3_B19:L02
7843,LJP006_A549_24H:L03,BRD-K46056750,AZD-7762,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:L03|LJP006_A549_24H_X2_B19:L03|LJP006_A549_24H_X3_B19:L03
7844,LJP006_A549_24H:L04,BRD-K46056750,AZD-7762,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:L04|LJP006_A549_24H_X2_B19:L04|LJP006_A549_24H_X3_B19:L04
7845,LJP006_A549_24H:L05,BRD-K46056750,AZD-7762,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:L05|LJP006_A549_24H_X2_B19:L05|LJP006_A549_24H_X3_B19:L05
7846,LJP006_A549_24H:L06,BRD-K46056750,AZD-7762,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:L06|LJP006_A549_24H_X2_B19:L06|LJP006_A549_24H_X3_B19:L06
7847,LJP006_A549_24H:L07,BRD-A45498368,WYE-125132,trt_cp,A549,10.0 um,24 h,LJP006_A549_24H_X1_B19:L07|LJP006_A549_24H_X2_B19:L07|LJP006_A549_24H_X3_B19:L07
7848,LJP006_A549_24H:L08,BRD-A45498368,WYE-125132,trt_cp,A549,3.33 um,24 h,LJP006_A549_24H_X1_B19:L08|LJP006_A549_24H_X2_B19:L08|LJP006_A549_24H_X3_B19:L08
7849,LJP006_A549_24H:L09,BRD-A45498368,WYE-125132,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:L09|LJP006_A549_24H_X2_B19:L09|LJP006_A549_24H_X3_B19:L09
7850,LJP006_A549_24H:L10,BRD-A45498368,WYE-125132,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:L10|LJP006_A549_24H_X2_B19:L10|LJP006_A549_24H_X3_B19:L10
7851,LJP006_A549_24H:L11,BRD-A45498368,WYE-125132,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:L11|LJP006_A549_24H_X2_B19:L11|LJP006_A549_24H_X3_B19:L11
7852,LJP006_A549_24H:L12,BRD-A45498368,WYE-125132,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:L12|LJP006_A549_24H_X2_B19:L12|LJP006_A549_24H_X3_B19:L12
7871,LJP006_A549_24H:M07,BRD-K57080016,selumetinib,trt_cp,A549,10.0 um,24 h,LJP006_A549_24H_X1_B19:M07|LJP006_A549_24H_X2_B19:M07|LJP006_A549_24H_X3_B19:M07
7872,LJP006_A549_24H:M08,BRD-K57080016,selumetinib,trt_cp,A549,3.33 um,24 h,LJP006_A549_24H_X1_B19:M08|LJP006_A549_24H_X2_B19:M08|LJP006_A549_24H_X3_B19:M08
7873,LJP006_A549_24H:M09,BRD-K57080016,selumetinib,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:M09|LJP006_A549_24H_X2_B19:M09|LJP006_A549_24H_X3_B19:M09
7874,LJP006_A549_24H:M10,BRD-K57080016,selumetinib,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:M10|LJP006_A549_24H_X2_B19:M10|LJP006_A549_24H_X3_B19:M10
7875,LJP006_A549_24H:M11,BRD-K57080016,selumetinib,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:M11|LJP006_A549_24H_X2_B19:M11|LJP006_A549_24H_X3_B19:M11
7876,LJP006_A549_24H:M12,BRD-K57080016,selumetinib,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:M12|LJP006_A549_24H_X2_B19:M12|LJP006_A549_24H_X3_B19:M12
7901,LJP006_A549_24H:N13,BRD-K92723993,imatinib,trt_cp,A549,10.0 um,24 h,LJP006_A549_24H_X1_B19:N13|LJP006_A549_24H_X2_B19:N13|LJP006_A549_24H_X3_B19:N13
7902,LJP006_A549_24H:N14,BRD-K92723993,imatinib,trt_cp,A549,3.33 um,24 h,LJP006_A549_24H_X1_B19:N14|LJP006_A549_24H_X2_B19:N14|LJP006_A549_24H_X3_B19:N14
7903,LJP006_A549_24H:N15,BRD-K92723993,imatinib,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:N15|LJP006_A549_24H_X2_B19:N15|LJP006_A549_24H_X3_B19:N15
7904,LJP006_A549_24H:N16,BRD-K92723993,imatinib,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:N16|LJP006_A549_24H_X2_B19:N16|LJP006_A549_24H_X3_B19:N16
7905,LJP006_A549_24H:N17,BRD-K92723993,imatinib,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:N17|LJP006_A549_24H_X2_B19:N17|LJP006_A549_24H_X3_B19:N17
7906,LJP006_A549_24H:N18,BRD-K92723993,imatinib,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:N18|LJP006_A549_24H_X2_B19:N18|LJP006_A549_24H_X3_B19:N18
7925,LJP006_A549_24H:O13,BRD-K40175214,torin-1,trt_cp,A549,10.0 um,24 h,LJP006_A549_24H_X1_B19:O13|LJP006_A549_24H_X2_B19:O13|LJP006_A549_24H_X3_B19:O13
7926,LJP006_A549_24H:O14,BRD-K40175214,torin-1,trt_cp,A549,3.33 um,24 h,LJP006_A549_24H_X1_B19:O14|LJP006_A549_24H_X2_B19:O14|LJP006_A549_24H_X3_B19:O14
7927,LJP006_A549_24H:O15,BRD-K40175214,torin-1,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:O15|LJP006_A549_24H_X2_B19:O15|LJP006_A549_24H_X3_B19:O15
7928,LJP006_A549_24H:O16,BRD-K40175214,torin-1,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:O16|LJP006_A549_24H_X2_B19:O16|LJP006_A549_24H_X3_B19:O16
7929,LJP006_A549_24H:O17,BRD-K40175214,torin-1,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:O17|LJP006_A549_24H_X2_B19:O17|LJP006_A549_24H_X3_B19:O17
7930,LJP006_A549_24H:O18,BRD-K40175214,torin-1,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:O18|LJP006_A549_24H_X2_B19:O18|LJP006_A549_24H_X3_B19:O18
7942,LJP006_A549_24H:P07,BRD-K01436366,XMD-1150,trt_cp,A549,10.0 um,24 h,LJP006_A549_24H_X1_B19:P07|LJP006_A549_24H_X2_B19:P07|LJP006_A549_24H_X3_B19:P07
7943,LJP006_A549_24H:P08,BRD-K01436366,XMD-1150,trt_cp,A549,3.33 um,24 h,LJP006_A549_24H_X1_B19:P08|LJP006_A549_24H_X2_B19:P08|LJP006_A549_24H_X3_B19:P08
7944,LJP006_A549_24H:P09,BRD-K01436366,XMD-1150,trt_cp,A549,1.11 um,24 h,LJP006_A549_24H_X1_B19:P09|LJP006_A549_24H_X2_B19:P09|LJP006_A549_24H_X3_B19:P09
7945,LJP006_A549_24H:P10,BRD-K01436366,XMD-1150,trt_cp,A549,0.37 um,24 h,LJP006_A549_24H_X1_B19:P10|LJP006_A549_24H_X2_B19:P10|LJP006_A549_24H_X3_B19:P10
7946,LJP006_A549_24H:P11,BRD-K01436366,XMD-1150,trt_cp,A549,0.12 um,24 h,LJP006_A549_24H_X1_B19:P11|LJP006_A549_24H_X2_B19:P11|LJP006_A549_24H_X3_B19:P11
7947,LJP006_A549_24H:P12,BRD-K01436366,XMD-1150,trt_cp,A549,0.04 um,24 h,LJP006_A549_24H_X1_B19:P12|LJP006_A549_24H_X2_B19:P12|LJP006_A549_24H_X3_B19:P12
9492,LJP006_HEPG2_24H:A13,BRD-K87909389,alvocidib,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:A13|LJP006_HEPG2_24H_X2_B19:A13|LJP006_HEPG2_24H_X3_B19:A13
9493,LJP006_HEPG2_24H:A14,BRD-K87909389,alvocidib,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:A14|LJP006_HEPG2_24H_X2_B19:A14|LJP006_HEPG2_24H_X3_B19:A14
9494,LJP006_HEPG2_24H:A15,BRD-K87909389,alvocidib,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:A15|LJP006_HEPG2_24H_X2_B19:A15|LJP006_HEPG2_24H_X3_B19:A15
9495,LJP006_HEPG2_24H:A16,BRD-K87909389,alvocidib,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:A16|LJP006_HEPG2_24H_X2_B19:A16|LJP006_HEPG2_24H_X3_B19:A16
9496,LJP006_HEPG2_24H:A17,BRD-K87909389,alvocidib,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:A17|LJP006_HEPG2_24H_X2_B19:A17|LJP006_HEPG2_24H_X3_B19:A17
9497,LJP006_HEPG2_24H:A18,BRD-K87909389,alvocidib,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:A18|LJP006_HEPG2_24H_X2_B19:A18|LJP006_HEPG2_24H_X3_B19:A18
9508,LJP006_HEPG2_24H:B07,BRD-K23984367,sorafenib,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:B07|LJP006_HEPG2_24H_X2_B19:B07|LJP006_HEPG2_24H_X3_B19:B07
9509,LJP006_HEPG2_24H:B08,BRD-K23984367,sorafenib,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:B08|LJP006_HEPG2_24H_X2_B19:B08|LJP006_HEPG2_24H_X3_B19:B08
9510,LJP006_HEPG2_24H:B09,BRD-K23984367,sorafenib,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:B09|LJP006_HEPG2_24H_X2_B19:B09
9511,LJP006_HEPG2_24H:B10,BRD-K23984367,sorafenib,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:B10|LJP006_HEPG2_24H_X2_B19:B10|LJP006_HEPG2_24H_X3_B19:B10
9512,LJP006_HEPG2_24H:B11,BRD-K23984367,sorafenib,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:B11|LJP006_HEPG2_24H_X2_B19:B11|LJP006_HEPG2_24H_X3_B19:B11
9513,LJP006_HEPG2_24H:B12,BRD-K23984367,sorafenib,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:B12|LJP006_HEPG2_24H_X2_B19:B12|LJP006_HEPG2_24H_X3_B19:B12
9514,LJP006_HEPG2_24H:B13,BRD-K90382497,GW-843682X,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:B13|LJP006_HEPG2_24H_X2_B19:B13|LJP006_HEPG2_24H_X3_B19:B13
9515,LJP006_HEPG2_24H:B14,BRD-K90382497,GW-843682X,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:B14|LJP006_HEPG2_24H_X2_B19:B14|LJP006_HEPG2_24H_X3_B19:B14
9516,LJP006_HEPG2_24H:B15,BRD-K90382497,GW-843682X,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:B15|LJP006_HEPG2_24H_X2_B19:B15|LJP006_HEPG2_24H_X3_B19:B15
9517,LJP006_HEPG2_24H:B16,BRD-K90382497,GW-843682X,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:B16|LJP006_HEPG2_24H_X2_B19:B16|LJP006_HEPG2_24H_X3_B19:B16
9518,LJP006_HEPG2_24H:B17,BRD-K90382497,GW-843682X,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:B17|LJP006_HEPG2_24H_X2_B19:B17|LJP006_HEPG2_24H_X3_B19:B17
9519,LJP006_HEPG2_24H:B18,BRD-K90382497,GW-843682X,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:B18|LJP006_HEPG2_24H_X2_B19:B18|LJP006_HEPG2_24H_X3_B19:B18
9544,LJP006_HEPG2_24H:C19,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:C19|LJP006_HEPG2_24H_X2_B19:C19|LJP006_HEPG2_24H_X3_B19:C19
9545,LJP006_HEPG2_24H:C20,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:C20|LJP006_HEPG2_24H_X2_B19:C20|LJP006_HEPG2_24H_X3_B19:C20
9546,LJP006_HEPG2_24H:C21,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:C21|LJP006_HEPG2_24H_X2_B19:C21
9547,LJP006_HEPG2_24H:C22,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:C22|LJP006_HEPG2_24H_X2_B19:C22|LJP006_HEPG2_24H_X3_B19:C22
9548,LJP006_HEPG2_24H:C23,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:C23|LJP006_HEPG2_24H_X2_B19:C23|LJP006_HEPG2_24H_X3_B19:C23
9549,LJP006_HEPG2_24H:C24,BRD-K21680192,mitoxantrone,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:C24|LJP006_HEPG2_24H_X2_B19:C24|LJP006_HEPG2_24H_X3_B19:C24
9550,LJP006_HEPG2_24H:D01,BRD-K13566078,BMS-345541,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:D01|LJP006_HEPG2_24H_X2_B19:D01|LJP006_HEPG2_24H_X3_B19:D01
9551,LJP006_HEPG2_24H:D02,BRD-K13566078,BMS-345541,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:D02|LJP006_HEPG2_24H_X2_B19:D02|LJP006_HEPG2_24H_X3_B19:D02
9552,LJP006_HEPG2_24H:D03,BRD-K13566078,BMS-345541,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:D03|LJP006_HEPG2_24H_X2_B19:D03|LJP006_HEPG2_24H_X3_B19:D03
9553,LJP006_HEPG2_24H:D04,BRD-K13566078,BMS-345541,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:D04|LJP006_HEPG2_24H_X2_B19:D04|LJP006_HEPG2_24H_X3_B19:D04
9554,LJP006_HEPG2_24H:D05,BRD-K13566078,BMS-345541,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:D05|LJP006_HEPG2_24H_X2_B19:D05
9555,LJP006_HEPG2_24H:D06,BRD-K13566078,BMS-345541,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:D06|LJP006_HEPG2_24H_X2_B19:D06
9562,LJP006_HEPG2_24H:D13,BRD-K64890080,BI-2536,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:D13|LJP006_HEPG2_24H_X2_B19:D13|LJP006_HEPG2_24H_X3_B19:D13
9563,LJP006_HEPG2_24H:D14,BRD-K64890080,BI-2536,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:D14|LJP006_HEPG2_24H_X2_B19:D14|LJP006_HEPG2_24H_X3_B19:D14
9564,LJP006_HEPG2_24H:D15,BRD-K64890080,BI-2536,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:D15|LJP006_HEPG2_24H_X2_B19:D15|LJP006_HEPG2_24H_X3_B19:D15
9565,LJP006_HEPG2_24H:D16,BRD-K64890080,BI-2536,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:D16|LJP006_HEPG2_24H_X2_B19:D16|LJP006_HEPG2_24H_X3_B19:D16
9566,LJP006_HEPG2_24H:D17,BRD-K64890080,BI-2536,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:D17|LJP006_HEPG2_24H_X2_B19:D17|LJP006_HEPG2_24H_X3_B19:D17
9567,LJP006_HEPG2_24H:D18,BRD-K64890080,BI-2536,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:D18|LJP006_HEPG2_24H_X2_B19:D18|LJP006_HEPG2_24H_X3_B19:D18
9574,LJP006_HEPG2_24H:E01,BRD-K49865102,PD-0325901,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:E01|LJP006_HEPG2_24H_X2_B19:E01|LJP006_HEPG2_24H_X3_B19:E01
9575,LJP006_HEPG2_24H:E02,BRD-K49865102,PD-0325901,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:E02|LJP006_HEPG2_24H_X2_B19:E02
9576,LJP006_HEPG2_24H:E03,BRD-K49865102,PD-0325901,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:E03|LJP006_HEPG2_24H_X2_B19:E03|LJP006_HEPG2_24H_X3_B19:E03
9577,LJP006_HEPG2_24H:E04,BRD-K49865102,PD-0325901,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:E04|LJP006_HEPG2_24H_X2_B19:E04
9578,LJP006_HEPG2_24H:E05,BRD-K49865102,PD-0325901,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:E05|LJP006_HEPG2_24H_X2_B19:E05|LJP006_HEPG2_24H_X3_B19:E05
9579,LJP006_HEPG2_24H:E06,BRD-K49865102,PD-0325901,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:E06|LJP006_HEPG2_24H_X2_B19:E06|LJP006_HEPG2_24H_X3_B19:E06
9586,LJP006_HEPG2_24H:E13,BRD-K51313569,palbociclib,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:E13|LJP006_HEPG2_24H_X2_B19:E13|LJP006_HEPG2_24H_X3_B19:E13
9587,LJP006_HEPG2_24H:E14,BRD-K51313569,palbociclib,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:E14|LJP006_HEPG2_24H_X2_B19:E14|LJP006_HEPG2_24H_X3_B19:E14
9588,LJP006_HEPG2_24H:E15,BRD-K51313569,palbociclib,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:E15|LJP006_HEPG2_24H_X2_B19:E15
9589,LJP006_HEPG2_24H:E16,BRD-K51313569,palbociclib,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:E16|LJP006_HEPG2_24H_X2_B19:E16|LJP006_HEPG2_24H_X3_B19:E16
9590,LJP006_HEPG2_24H:E17,BRD-K51313569,palbociclib,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:E17|LJP006_HEPG2_24H_X2_B19:E17|LJP006_HEPG2_24H_X3_B19:E17
9591,LJP006_HEPG2_24H:E18,BRD-K51313569,palbociclib,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:E18|LJP006_HEPG2_24H_X2_B19:E18|LJP006_HEPG2_24H_X3_B19:E18
9657,LJP006_HEPG2_24H:H13,BRD-K43389698,BMS-387032,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:H13|LJP006_HEPG2_24H_X2_B19:H13|LJP006_HEPG2_24H_X3_B19:H13
9658,LJP006_HEPG2_24H:H14,BRD-K43389698,BMS-387032,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:H14|LJP006_HEPG2_24H_X2_B19:H14|LJP006_HEPG2_24H_X3_B19:H14
9659,LJP006_HEPG2_24H:H15,BRD-K43389698,BMS-387032,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:H15|LJP006_HEPG2_24H_X2_B19:H15|LJP006_HEPG2_24H_X3_B19:H15
9660,LJP006_HEPG2_24H:H16,BRD-K43389698,BMS-387032,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:H16|LJP006_HEPG2_24H_X2_B19:H16|LJP006_HEPG2_24H_X3_B19:H16
9661,LJP006_HEPG2_24H:H17,BRD-K43389698,BMS-387032,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:H17|LJP006_HEPG2_24H_X2_B19:H17
9662,LJP006_HEPG2_24H:H18,BRD-K43389698,BMS-387032,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:H18|LJP006_HEPG2_24H_X2_B19:H18|LJP006_HEPG2_24H_X3_B19:H18
9669,LJP006_HEPG2_24H:I01,BRD-K49328571,dasatinib,trt_cp,HEPG2,10.0 um,24 h,LJP006_HEPG2_24H_X1_B19:I01|LJP006_HEPG2_24H_X2_B19:I01|LJP006_HEPG2_24H_X3_B19:I01
9670,LJP006_HEPG2_24H:I02,BRD-K49328571,dasatinib,trt_cp,HEPG2,3.33 um,24 h,LJP006_HEPG2_24H_X1_B19:I02|LJP006_HEPG2_24H_X2_B19:I02|LJP006_HEPG2_24H_X3_B19:I02
9671,LJP006_HEPG2_24H:I03,BRD-K49328571,dasatinib,trt_cp,HEPG2,1.11 um,24 h,LJP006_HEPG2_24H_X1_B19:I03|LJP006_HEPG2_24H_X2_B19:I03|LJP006_HEPG2_24H_X3_B19:I03
9672,LJP006_HEPG2_24H:I04,BRD-K49328571,dasatinib,trt_cp,HEPG2,0.37 um,24 h,LJP006_HEPG2_24H_X1_B19:I04|LJP006_HEPG2_24H_X2_B19:I04|LJP006_HEPG2_24H_X3_B19:I04
9673,LJP006_HEPG2_24H:I05,BRD-K49328571,dasatinib,trt_cp,HEPG2,0.12 um,24 h,LJP006_HEPG2_24H_X1_B19:I05|LJP006_HEPG2_24H_X2_B19:I05|LJP006_HEPG2_24H_X3_B19:I05
9674,LJP006_HEPG2_24H:I06,BRD-K49328571,dasatinib,trt_cp,HEPG2,0.04 um,24 h,LJP006_HEPG2_24H_X1_B19:I06|LJP006_HEPG2_24H_X2_B19:I06|LJP006_HEPG2_24H_X3_B19:I06
