LJP006_A549_24H:M08
LJP006_HEPG2_24H:N13
LJP007_A549_24H:G13
LJP008_A549_24H:N01
CPC014_HEPG2_6H:BRD-K01436366-001-02-4:10
LJP009_HEPG2_24H:A15
LJP006_A549_24H:E05
LJP007_A549_24H:P02
LJP005_A549_24H:M24
CPC016_A549_24H:BRD-K28578425-001-02-1:10
LJP006_HEPG2_24H:L11
CPC005_A549_6H:BRD-K40227168-001-06-1:10
DOS048_A549_24H:BRD-K81418486:0.1
CPC014_HEPG2_6H:BRD-K07736136-001-01-2:10
CPC015_HEPG2_6H:BRD-A49160188-003-04-4:10
LJP008_A549_24H:M08
CPC006_A549_24H:BRD-K08703257-001-06-3:36.72
CPC011_A549_24H:BRD-K73999723-001-07-1:10
PCLB002_HEPG2_24H:BRD-K81418486:1.11
CPC015_HEPG2_6H:BRD-K71103788-003-04-7:10
CPC018_HEPG2_6H:BRD-K26373640-001-03-6:10
CPC020_A549_6H:BRD-K52522949-001-01-7:10
CPC015_A549_6H:BRD-K32247306-001-17-9:10
DOS057_A549_24H:BRD-K81418486:0.5
LJP006_HEPG2_24H:L01
LJP007_HEPG2_24H:B20
LJP006_HEPG2_24H:P11
CPC006_A549_6H:BRD-K15108141-001-01-7:0.08
CPC016_HEPG2_6H:BRD-A80017228-001-15-8:10
HOG001_A549_6H:BRD-A75409952-001-01-6:0.0045
CPC015_HEPG2_6H:BRD-A06352418-001-15-0:10
HOG002_A549_6H:BRD-K27305650-001-10-9:0.013
CPC005_A549_6H:BRD-A18419789-001-01-4:10
CPC020_A549_6H:BRD-A29734509-011-10-2:10
CPC020_A549_6H:BRD-K32821942-001-16-3:10
LJP005_HEPG2_24H:C06
CPC006_HEPG2_6H:BRD-K24132293-001-16-0:10
LJP008_HEPG2_24H:I14
CPC007_A549_24H:BRD-K03568209-001-12-2:10
CPC011_A549_24H:BRD-K98493452-001-10-7:10
LJP009_A549_24H:A18
CPC010_HEPG2_6H:BRD-K20168442-004-04-8:10
CPC011_A549_24H:BRD-A09533288-311-04-6:10
HOG001_A549_6H:BRD-K50128260-001-01-6:0.0412
LJP008_A549_24H:O21
CPC020_A549_6H:BRD-K61250553-003-23-1:10
CPC006_HEPG2_6H:BRD-K20755323-001-02-6:40
CPC015_A549_24H:BRD-K62200014-003-05-5:10
CPC006_A549_24H:BRD-A84481105-003-17-2:10
CPC005_A549_24H:BRD-K59332007-300-01-9:10
CPC014_A549_24H:BRD-K50387473-001-01-1:10
LJP008_HEPG2_24H:N02
CPC016_HEPG2_6H:BRD-K93480852-001-02-2:10
HOG003_A549_6H:BRD-K11853856-003-01-3:0.013
CPC018_A549_6H:BRD-K96354014-001-10-4:10
LJP008_HEPG2_24H:C08
CPC015_A549_6H:BRD-K81418486:10
CPC011_A549_24H:BRD-K93645900-001-08-9:10
CPC011_A549_6H:BRD-K70301876-034-11-1:10
PCLB003_HEPG2_24H:BRD-K18910433-001-26-7:10
LJP008_A549_24H:I18
LJP008_HEPG2_24H:I15
LJP008_A549_24H:N05
LJP009_A549_24H:O05
LJP009_A549_24H:A14
CPC013_A549_24H:BRD-K49328571-001-04-4:10
PCLB003_HEPG2_24H:BRD-K79877282-001-02-7:0.37
LJP005_HEPG2_24H:B18
LJP008_A549_24H:G02
LJP008_HEPG2_24H:F21
CPC004_HEPG2_6H:BRD-A69636825-003-03-9:10
HOG001_A549_24H:BRD-A01145011-001-01-4:1.2333
CPC017_A549_6H:BRD-K41713976-300-01-8:10
LJP008_HEPG2_24H:B17
LJP005_A549_24H:D03
RAD001_A549_6H:BRD-K81418486-001-18-6:0.3704
CPC016_HEPG2_6H:BRD-K72676686-103-01-8:10
LJP006_HEPG2_24H:H17
LJP006_A549_24H:L06
CPC006_HEPG2_6H:BRD-A26711594-003-06-4:10
DOS054_A549_24H:BRD-K81418486:0.5
CPC011_A549_6H:BRD-A34255068-001-24-6:10
DOS055_A549_24H:BRD-K81418486:0.1
CPC005_A549_24H:BRD-K66404838-003-03-8:10
LJP008_HEPG2_24H:O20
DOS057_A549_24H:BRD-K81418486:0.1
CPC006_A549_24H:BRD-K15108141-001-01-7:0.08
LJP009_HEPG2_24H:O06
CPC010_A549_24H:BRD-K30097969-001-04-6:10
LJP008_A549_24H:M11
CPC015_A549_24H:BRD-K09537769-001-02-4:10
LJP009_A549_24H:C09
PCLB002_HEPG2_24H:BRD-K98948170:10
LJP008_HEPG2_24H:B10
LJP007_HEPG2_24H:B17
LJP008_HEPG2_24H:G24
LJP007_HEPG2_24H:F01
CPC014_HEPG2_6H:BRD-A75409952:10
CPC020_A549_6H:BRD-A11170096-001-01-8:10
HOG001_A549_24H:BRD-K50128260-001-01-6:0.013
HOG002_A549_24H:BRD-K41859756-001-01-9:10
HOG002_A549_6H:BRD-K21680192-300-10-2:0.0045
CPC020_A549_6H:BRD-K46211610-003-22-6:10
CPC016_A549_24H:BRD-K92446736-003-01-4:10
LJP005_HEPG2_24H:C04
CPC016_A549_6H:BRD-K28307902-001-09-2:10
CPC013_A549_24H:BRD-K49865102-001-01-9:10
RAD001_A549_6H:BRD-K57545991-050-16-5:1.1111
CPC016_HEPG2_6H:BRD-K84266862-001-01-6:10
HOG002_A549_6H:BRD-K27305650-001-10-9:10
CPC006_HEPG2_6H:BRD-K15108141-001-01-7:0.08
LJP006_HEPG2_24H:L08
CPC017_HEPG2_6H:BRD-K74195153-050-03-0:10
CPC020_A549_6H:BRD-K90885812-004-21-8:10
PCLB001_A549_24H:BRD-K98948170-001-07-7:10
CPC009_A549_24H:BRD-A31159102-003-23-9:10
LJP007_HEPG2_24H:O09
LJP009_A549_24H:D18
LJP008_A549_24H:K01
LJP009_HEPG2_24H:F14
LJP005_A549_24H:C11
LJP009_HEPG2_24H:L23
HOG002_A549_6H:BRD-K41859756-001-01-9:0.0045
CPC004_HEPG2_6H:BRD-A80017228-001-15-8:10
LJP006_A549_24H:A17
HOG003_A549_6H:BRD-K94920105-001-01-3:0.013
LJP006_A549_24H:E04
CPC018_HEPG2_6H:BRD-K96354014-001-10-4:10
PCLB002_A549_24H:BRD-K81418486:0.37
CPC013_A549_6H:BRD-K64881305-001-01-1:10
CPC018_A549_24H:BRD-K83597974-003-15-6:10
LJP006_A549_24H:B07
CPC018_A549_24H:BRD-K73109821-001-10-2:10
CPC014_A549_6H:BRD-K70401845-001-02-5:10
LJP005_A549_24H:H17
HOG001_A549_24H:BRD-A01145011-001-01-4:0.4111
HOG003_A549_24H:BRD-A75409952-001-01-6:0.013
LJP005_HEPG2_24H:I23
LJP006_A549_24H:A13
CPC017_A549_24H:BRD-K52850071-001-01-2:10
HOG001_A549_6H:BRD-A75409952-001-05-7:10
LJP005_HEPG2_24H:D02
LJP005_HEPG2_24H:K01
LJP007_HEPG2_24H:F04
CPC015_A549_24H:BRD-A64092382-003-09-2:10
CVD001_HEPG2_24H:BRD-K22134346-001-11-6:10
PCLB002_HEPG2_24H:BRD-K18910433:0.37
CPC017_A549_6H:BRD-A25687296-300-03-5:10
CPC005_A549_24H:BRD-K27305650-003-01-4:10
CPC006_A549_6H:BRD-K87947369-001-01-6:10
CPC006_HEPG2_6H:BRD-K49371609-310-01-1:0.09
CPC005_A549_24H:BRD-A30205217-001-03-9:10
CPC005_A549_6H:BRD-A47598013-004-06-1:10
CPC011_A549_6H:BRD-K51095933-236-04-9:10
HOG003_A549_6H:BRD-K11853856-003-01-3:0.1234
CPC005_A549_6H:BRD-A26711594-003-06-4:10
LJP009_HEPG2_24H:L03
CPC011_A549_24H:BRD-K82109576-065-20-2:10
PCLB001_HEPG2_6H:BRD-K98948170-001-07-7:1.11
CPC016_A549_24H:BRD-A06352508-001-02-9:10
LJP009_HEPG2_24H:H18
CPC011_A549_24H:BRD-K82036761-003-12-0:10
CPC020_A549_6H:BRD-K89348303-001-10-5:10
CPC007_A549_24H:BRD-A75409952:10
LJP005_A549_24H:B14
HOG003_A549_24H:BRD-K73319509-001-02-3:0.0045
CPC011_A549_24H:BRD-K16508793-001-03-4:10
LJP005_HEPG2_24H:C22
CPC018_A549_24H:BRD-A14798026-001-01-8:10
LJP006_HEPG2_24H:H15
LJP008_A549_24H:E14
CPC006_A549_24H:BRD-K68997413-001-01-0:10
LJP008_A549_24H:E13
LJP007_A549_24H:B14
CPC018_A549_24H:BRD-K26373640-001-03-6:10
CPC010_A549_6H:BRD-K28936863-051-26-4:10
HOG001_A549_24H:BRD-K81418486-001-32-7:3.33
RAD001_A549_6H:BRD-K28307902-001-09-2:0.0137
CPC013_HEPG2_6H:BRD-K63923597-001-02-7:10
PCLB003_HEPG2_24H:BRD-K95309561-001-20-5:0.04
CPC005_A549_24H:BRD-A77824596-001-03-2:10
CPC014_A549_24H:BRD-K00337317-001-01-7:10
CPC014_HEPG2_6H:BRD-K78431006-001-02-9:10
CPC006_HEPG2_6H:BRD-K22134346-001-09-0:10
LJP007_A549_24H:I12
RAD001_A549_6H:BRD-K27305650-001-10-9:0.0015
HOG003_A549_24H:BRD-K73319509-001-02-3:0.0015
LJP008_A549_24H:K05
CPC006_A549_24H:BRD-K28470988-001-01-2:10
CPC011_A549_24H:BRD-K18895904-001-11-2:10
HOG003_A549_6H:BRD-K73319509-001-02-3:10
LJP007_HEPG2_24H:P04
CPC011_A549_24H:BRD-K17561142-003-24-2:10
LJP008_A549_24H:F17
CPC012_A549_6H:BRD-K26818574-001-03-0:10
LJP009_HEPG2_24H:H11
CPC014_HEPG2_6H:BRD-K40175214-001-01-7:10
CPC010_A549_24H:BRD-A55962179-001-15-5:10
LJP009_HEPG2_24H:J20
LJP006_A549_24H:O14
HOG001_A549_24H:BRD-K08703257-001-06-3:10
CPC006_A549_24H:BRD-A75409952:10
PCLB002_A549_24H:BRD-K98948170:10
DOSBIO002_A549_24H:BRD-K27305650:3.33333
LPROT003_A549_6H:G24
CPC017_A549_6H:BRD-K81029756-001-02-8:10
CPC017_HEPG2_6H:BRD-A29734509-011-06-0:10
LJP008_HEPG2_24H:F22
PCLB002_A549_24H:BRD-K43797669:10
HOG002_A549_24H:BRD-K27305650-001-10-9:0.1235
PCLB002_A549_24H:BRD-K63923597:0.37
PCLB002_HEPG2_24H:BRD-K52313696:0.04
CPC006_A549_6H:BRD-A26711594-003-06-4:10
CPC016_A549_24H:BRD-K67537649-001-01-1:10
CPC016_A549_6H:BRD-A19195498-050-09-1:10
CPC018_A549_24H:BRD-K24023109-003-11-2:10
LPROT003_A549_6H:E24
CPC011_A549_24H:BRD-K37798499-001-13-2:10
PCLB003_HEPG2_24H:BRD-K95309561-001-19-7:0.12
LJP008_A549_24H:B17
CPC015_A549_24H:BRD-K71103788-003-04-7:10
LJP006_A549_24H:M11
HOG002_A549_6H:BRD-K20755323-001-02-6:1.1111
LJP006_HEPG2_24H:J02
LJP009_A549_24H:J12
CPC004_HEPG2_6H:BRD-A73368467-003-07-7:10
LJP006_HEPG2_24H:I16
CVD001_HEPG2_24H:BRD-U88459701-000-01-8:10
LJP005_A549_24H:M04
LJP007_HEPG2_24H:B22
CPC014_A549_24H:BRD-A26199074-003-02-0:10
PCLB003_HEPG2_24H:BRD-K43797669-001-22-1:0.12
CPC014_A549_6H:BRD-K93918653-001-01-4:10
LJP006_A549_24H:J04
CPC017_HEPG2_6H:BRD-A26384407-001-15-2:10
CVD001_HEPG2_24H:BRD-A04706586-236-01-7:10
LJP007_A549_24H:A19
LJP009_HEPG2_24H:L24
CPC015_A549_24H:BRD-A23226398-001-04-3:10
CPC018_A549_6H:BRD-A14798026-001-01-8:10
LJP009_HEPG2_24H:L05
HOG001_A549_24H:BRD-A01145011-001-01-4:0.0016
CPC018_A549_24H:BRD-K01902415-001-03-4:10
CPC018_A549_6H:BRD-K50398167-236-12-8:10
HOG001_A549_24H:BRD-A75409952-001-05-7:1.11
CPC005_A549_6H:BRD-K57222227-001-18-6:10
CPC006_A549_24H:BRD-K73319509-001-02-3:40
LJP008_A549_24H:O18
LJP009_A549_24H:F23
CPC011_A549_24H:BRD-K00673382-001-12-2:10
CPC011_A549_24H:BRD-K60770992-066-21-9:10
LJP008_A549_24H:N07
CVD001_HEPG2_6H:BRD-K67860401-001-02-3:9.99
CPC017_A549_24H:BRD-K02607075-333-03-6:10
CPC018_HEPG2_6H:BRD-K15025317-001-11-0:10
LJP005_HEPG2_24H:C20
LPROT003_A549_6H:E20
DOS037_A549_24H:BRD-K81418486:0.1
CPC011_A549_24H:BRD-K86887724-001-04-9:10
LJP005_HEPG2_24H:C23
CPC006_HEPG2_6H:BRD-A91699651-316-06-7:10
CPC018_HEPG2_6H:BRD-A61793559-001-08-1:10
HOG001_A549_6H:BRD-A75409952-001-05-7:0.0015
CPC006_A549_6H:BRD-K82746043-001-03-7:10
HOG002_A549_6H:BRD-K81418486-001-32-7:0.1235
CPC004_HEPG2_6H:BRD-K35941380-050-17-0:10
CPC016_A549_6H:BRD-A75409952:10
LJP007_A549_24H:O05
LJP007_HEPG2_24H:G17
HOG002_A549_24H:BRD-K20755323-001-02-6:0.0045
CPC013_A549_6H:BRD-K49810818-001-01-0:10
LJP009_A549_24H:H13
CPC013_A549_24H:BRD-K31283835-001-01-9:10
LJP005_A549_24H:J22
RAD001_A549_6H:BRD-K24844714-001-06-2:0.0046
LJP008_HEPG2_24H:L17
CPC015_A549_24H:BRD-A49160188-003-04-4:10
CPC014_HEPG2_6H:BRD-K99451608-001-01-6:10
CPC013_A549_6H:BRD-K46056750-001-01-3:10
CPC016_A549_6H:BRD-K72222507-003-07-7:10
CPC017_A549_24H:BRD-A29734509-011-06-0:10
LJP007_HEPG2_24H:I08
CPC017_A549_24H:BRD-A26384407-001-15-2:10
CPC018_HEPG2_6H:BRD-K24023109-003-11-2:10
DOS034_A549_24H:BRD-K81418486:10
HOG002_A549_6H:BRD-K27305650-001-10-9:0.0045
LJP007_HEPG2_24H:A23
CPC015_A549_24H:BRD-K42748308-300-01-2:10
LJP006_A549_24H:I01
CPC010_A549_24H:BRD-K23383398-001-04-0:10
CPC011_A549_6H:BRD-K82036761-003-12-0:10
CPC020_A549_6H:BRD-K55930204-236-18-5:10
PCLB003_A549_24H:BRD-K43797669-001-22-1:0.37
LJP009_HEPG2_24H:F15
LJP007_HEPG2_24H:E13
CPC011_A549_6H:BRD-K29113274-001-20-0:10
CPC004_HEPG2_6H:BRD-K40887525-001-14-4:10
CPC015_A549_6H:BRD-K23566484-001-09-4:10
CPC018_A549_6H:BRD-K76617868-003-03-6:10
CPC018_HEPG2_6H:BRD-K96799727-001-01-7:10
CPC011_A549_24H:BRD-K45888792-001-01-0:10
HOG001_A549_6H:BRD-A75409952-001-01-6:3.33
CPC013_A549_6H:BRD-K97056771-001-05-7:10
CPC015_A549_6H:BRD-A50737080-001-01-4:10
CPC011_A549_6H:BRD-A69927616-001-07-0:10
PCLB002_A549_24H:BRD-K88742110:3.33
CPC006_A549_6H:BRD-K89391146-001-02-3:80
LJP006_HEPG2_24H:N18
CPC018_A549_24H:BRD-K20141153-003-03-8:10
CPC009_HEPG2_6H:BRD-A10070317-003-25-9:10
CPC009_A549_24H:BRD-A26384407-001-21-0:10
CPC015_A549_24H:BRD-K28936863-051-18-1:10
PCLB002_A549_24H:BRD-K18910433:1.11
LJP006_HEPG2_24H:D16
PCLB003_A549_24H:BRD-K18910433-001-26-7:1.11
CPC016_HEPG2_6H:BRD-A91008255-003-16-4:10
CPC018_HEPG2_6H:BRD-K44276885-001-01-7:10
LJP009_HEPG2_24H:N14
HOG002_A549_24H:BRD-K27305650-001-10-9:0.3704
LJP008_A549_24H:O23
HOG003_A549_6H:BRD-K81418486-001-32-7:0.3704
CPC019_A549_6H:BRD-K81418486:10
PCLB002_HEPG2_24H:BRD-K52313696:0.37
LJP009_HEPG2_24H:D14
CPC018_A549_6H:BRD-K73109821-001-10-2:10
HOG003_A549_24H:BRD-K11853856-003-01-3:1.11
CPC018_HEPG2_6H:BRD-K01292756-001-13-6:10
LJP009_HEPG2_24H:F18
CPC011_A549_24H:BRD-K31534764-050-01-7:10
LJP009_HEPG2_24H:A17
RAD001_A549_6H:BRD-K24844714-001-06-2:3.3333
DOSBIO002_A549_24H:BRD-K27305650:0.37037
CPC006_A549_24H:BRD-A58280226-001-01-2:4
CPC016_A549_24H:BRD-A91008255-003-16-4:10
CPC018_A549_6H:BRD-K25433859-003-14-8:10
LJP009_A549_24H:A21
CPC005_A549_6H:BRD-A65280694-003-03-8:10
LJP008_A549_24H:F16
CPC011_A549_6H:BRD-K81473089-003-21-2:10
LJP007_A549_24H:I17
CPC006_HEPG2_6H:BRD-A56359832-001-03-8:160
CPC013_A549_6H:BRD-K92428232-001-01-5:10
CPC016_A549_24H:BRD-K63516691-003-01-2:10
CPC016_A549_6H:BRD-A74667430-001-15-2:10
HOG001_A549_24H:BRD-A01145011-001-01-4:0.0457
HOG001_A549_24H:BRD-A84481105-003-17-2:0.0412
LJP007_HEPG2_24H:I10
LJP007_HEPG2_24H:P13
LJP005_A549_24H:C09
HOG001_A549_24H:BRD-A01145011-001-01-4:0.137
CPC005_A549_24H:BRD-K06467078-003-03-7:10
LJP007_HEPG2_24H:I07
HOG003_A549_6H:BRD-K22503835-001-06-0:0.013
RAD001_A549_6H:BRD-K11153516-001-01-4:0.3704
LPROT003_A549_6H:A08
CVD001_HEPG2_6H:BRD-K36055864-001-09-3:2.5
HOG002_A549_24H:BRD-K20755323-001-02-6:0.013
CPC015_A549_24H:BRD-A07440155-003-16-3:10
PCLB003_A549_24H:BRD-K24576554-001-01-4:10
CPC006_A549_6H:BRD-A56359832-001-03-8:160
RAD001_A549_6H:BRD-K28307902-001-09-2:0.3704
LJP007_HEPG2_24H:P17
CPC011_A549_6H:BRD-A16934955-003-04-2:10
LJP009_A549_24H:G13
CPC006_A549_24H:BRD-K96799727-001-02-5:10
LJP005_HEPG2_24H:H05
LJP007_A549_24H:N12
CPC014_A549_24H:BRD-K93918653-001-01-4:10
CPC018_A549_6H:BRD-K84595254-001-03-0:10
HOG001_A549_6H:BRD-K81418486-001-32-7:0.013
LJP006_HEPG2_24H:P12
LJP009_HEPG2_24H:B08
LJP009_HEPG2_24H:K05
CPC006_A549_24H:BRD-A46335897-003-05-4:6.23
CPC015_A549_24H:BRD-K54314721-001-04-5:10
CPC011_A549_24H:BRD-K52662033-001-15-8:10
CPC015_A549_6H:BRD-K79759585-048-01-4:10
CPC018_A549_24H:BRD-A03623303-045-05-3:10
CPC018_A549_24H:BRD-A53576514-048-06-9:10
HOG003_A549_24H:BRD-K48692744-001-01-2:0.0009
CPC019_A549_24H:BRD-A75409952:10
HOG001_A549_6H:BRD-K81418486-001-32-7:0.0015
LJP007_HEPG2_24H:A19
LJP008_A549_24H:I14
CPC016_A549_6H:BRD-K28667196-001-02-9:10
LJP007_HEPG2_24H:P18
CPC016_HEPG2_6H:BRD-K41337261-003-01-0:10
PCLB002_HEPG2_24H:BRD-K63923597:0.12
HOG001_A549_24H:BRD-K63923597-001-05-0:0.3704
LJP007_A549_24H:C09
CPC005_A549_6H:BRD-A47065382-001-02-9:10
CPC011_A549_6H:BRD-K37798499-001-13-2:10
LJP005_A549_24H:J03
CPC017_A549_24H:BRD-A92537424-001-03-9:10
HOG001_A549_24H:BRD-K24132293-001-16-0:10
LJP006_A549_24H:I14
CPC005_A549_24H:BRD-A81772229-001-01-6:10
CPC011_A549_24H:BRD-K70301876-034-11-1:10
LJP005_HEPG2_24H:I24
CPC015_HEPG2_6H:BRD-K13819402-003-06-0:10
CPC017_A549_24H:BRD-K07691486-001-04-9:10
CPC006_A549_6H:BRD-K08589866-001-01-0:10
CPC011_A549_6H:BRD-K74117820-066-08-2:10
CPC011_A549_24H:BRD-K88789588-001-10-7:10
LJP006_HEPG2_24H:O18
CPC013_A549_6H:BRD-K59369769-001-05-4:10
PCLB002_HEPG2_24H:BRD-A75409952:10
LJP008_HEPG2_24H:O09
LJP005_HEPG2_24H:A22
CPC015_HEPG2_6H:BRD-K54314721-001-04-5:10
CPC014_A549_24H:BRD-K35483542-001-04-9:10
HOG002_A549_24H:BRD-K81418486-001-32-7:0.013
PCLB002_HEPG2_24H:BRD-K43797669:0.12
CPC005_A549_6H:BRD-A28856712-003-15-3:10
CPC017_A549_6H:BRD-K91509126-001-04-6:10
CPC004_HEPG2_6H:BRD-K60770992-066-15-1:10
CPC006_A549_6H:BRD-A24054354-001-05-7:10
LJP008_HEPG2_24H:C11
CPC018_HEPG2_6H:BRD-K50388907-001-15-5:10
HOG002_A549_6H:BRD-K15108141-001-01-7:0.0016
